Curso,Componente curricular,Código,Tipo,Núcleo,Número de docentes,Número de aulas semanais,Total de aulas,Abordagem Metodológica,Lab,Grupos de Conhecimentos Essenciais,Ementa,Objetivos,Conteúdo Programático,original_source_pdf,Período Educacional,Carga Horária Total
Licenciatura Em Matemática,"Organização e Gestão de Espaços Formais, não Formais e Informais de",CBTOGEF,Obrigatório,Não informado,1,2,38,Teórica,Não,Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.2 Sociologia da Educação;  Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.3 História da Educação;  Conhecimentos Pedagógicos / 2. Didática / 2.3 Métodos e técnicas de ensino;  Conhecimentos Pedagógicos / 4. Política e Organização da Educação Brasileira / 4.2 Legislação.,"Este componente curricular discute a organização e a gestão dos espaços formais, não-formais e  informais de educação e os conceitos teóricos envolvidos nesta temática, visando a promoção da  aprendizagem de pessoas em diferentes fases de desenvolvimento humano, considerando os  fundamentos legais específicos. Analisa as estratégias de intervenção, animação sociocultural,  socioambiental e a produção de pesquisas que contribuam para a compreensão e realização  dessas práticas.  LICENCIATURA EM MATEMÁTICA","1. Compreender o conceito de espaço formal, não-formal e informal de educação e suas  interrelações;  2. Conhecer e refletir a respeito de experiências exitosas desenvolvidas em espaços formais,  não-formais e informais de educação;  3. Promover a pesquisa, a análise e a reflexão da educação nos espaços formais e não- formais, enfatizando sua organização e gestão;  4. Conhecer e compreender os diversos espaços educativos onde se desenvolvem atividades  matemáticas;  5. Compreender os “porquês” da importância dos espaços formais, não-formais e informais  de educação e os desafios para o estabelecimento de um diálogo entre os referidos  espaços.","1. Organização e gestão de sistemas de ensino e das escolas;  2. O conceito de educação formal e não-formal;  3. Programas e projetos atuais de educação não-formal: escola da família, cidade educadora,  entre outros;  4. Construção de relações e espaços democráticos no âmbito escolar;  5. Experiências educativas em espaços formais e não-formais;  6. Redes de aprendizagem: educação inclusiva, educação do campo, educação social,  educação indígena, Educação de Jovens e Adultos;  7. Espaços formais e não-formais para o ensino de matemática;  8. Normas de segurança nos espaços educativos formais e não-formais (NR 4, 5, 6, 9, 23 e  24);  9. Análise de espaços educativos formais, informais e não-formais e suas relações com a  construção de saberes;  10. Estudos sobre o ato de educar, dentro e fora da escola, ao longo da história da  humanidade, analisando a influência de aspectos religiosos, políticos, econômicos e  filosóficos que fundamentam a construção das diversas ideologias formativas;  11. Práticas pedagógicas inclusivas;  12. Transversalidade na educação.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,3º Semestre,28
Licenciatura Em Matemática,Sociologia da Educação,CBTSEDU,Obrigatório,Não informado,1,2,38,Teórica,Não,Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.2 Sociologia da Educação;  Conhecimentos Pedagógicos / 6. Educação Profissional e Tecnológica.,"O componente curricular introduz o pensamento sociológico relacionado à educação e aborda as  diversas concepções de educação e sociedade e seus diferentes enfoques. Discute a escolarização  como um valor da modernidade problematiza a relação entre as classes sociais, a estrutura social  e a função social da escola. Discute as diferentes vertentes sociológicas que compreendem a  escola como instituição de reprodução social e transmissão de conhecimento e àquelas que  analisam a escola como ponto central das transformações sociais. O impacto das revoluções  tecnológicas nos processos civilizatório e a função social da escola; a relação da escola com a  sociedade; a escola e seu processo de exclusão e inclusão; a educação para as questões  socioambientais e de direitos humanos.  LICENCIATURA EM MATEMÁTICA","1. Introduzir os estudantes aos temas da Sociologia da Educação por intermédio de  abordagem de autores clássicos - Karl Marx, Max Weber e Émile Durkheim - e dos seus  enfoques contemporâneos;  2. Favorecer a compreensão das dimensões sociais da Educação, na sociedade moderna, a  partir de categorias analíticas das principais teorias sociológicas;  3. Analisar a relevância da educação nas relações sociais;  4. Refletir acerca do papel social da escola diante das relações de desigualdade, de poder e  de dominação.","1. A Sociologia da Educação no quadro das Ciências Sociais;  2. Dimensões da educação na sociedade moderna;  3. Educação enquanto sistema educativo;  4. A Escola e a reprodução social e produção cultural;  5. Desigualdades sociais e desigualdades escolares;  6. Escola e diversidade;  7. Escola e Sociedade: educação e contextos sociais;  8. Educação e desenvolvimento econômico e social;  9. Perspectiva histórica do sistema educativo;  10. Fracasso e sucesso escolar;  11. A Escola e a reprodução social e produção cultural;  12. A cultura escolar e os valores e comportamentos dos jovens;  13. Precarização da escola no contexto do neoliberalismo;  14. Educação e trabalho;  15. Cidadania, direitos humanos e a escola da educação básica.",PPC_Matematica.pdf,3º Semestre,28
Licenciatura Em Matemática,Tecnologias Educacionais,CBTTNED,Obrigatório,Não informado,1,4,76,Teórica e Prática,Sim,"Conhecimentos Específicos / Tecnologias educacionais no ensino e aprendizagem da Matemática;  Conhecimentos Específicos / Metodologias de Ensino;  Conhecimentos Específicos / Tendências em Educação Matemática;  Conhecimentos Pedagógicos / 2. Didática / 2.3 Métodos e técnicas de ensino;  Conhecimentos Pedagógicos / 2. Didática / 2.4 Tecnologia e Mídias;  Conhecimentos Pedagógicos / 5. Diversidade, direitos humanos e inclusão / 5.1 Educação  especial.","Este componente curricular discute amplamente o conceito de tecnologia e promove uma reflexão  sobre a importância da tecnologia nas atividades humanas, principalmente na educação. Estuda a  maneira pela qual as tecnologias podem contribuir positivamente para a superação de  problemáticas educacionais, sociais, ambientais e para o desenvolvimento científico e tecnológico.  Aborda a apropriação das tecnologias na prática pedagógica, com vistas a formar um docente  que conheça, compreenda, utilize, crie e integre essas tecnologias às suas ações, com destaque  para as digitais, de informação e comunicação e aquelas que possibilitem a prática de uma  LICENCIATURA EM MATEMÁTICA  educação mais inclusiva. Discute a Educação a Distância (EaD), assim como seus recursos mais  utilizados. Adota recursos de informática e contextos de ensino e aprendizagem tecnológicos, a  fim de preparar os futuros educadores para a complexidade, a diversidade e a não fragmentação  do conhecimento. Promove discussões e propõe a elaboração de projetos ou sequências de  ensino de matemática para a Educação Básica que integrem as tecnologias de forma crítica e  reflexiva.","1. Compreender, utilizar e criar tecnologias educacionais, incluindo as tecnologias digitais de  informação e comunicação, que auxiliam o ensino e a aprendizagem da Matemática, nas  diferentes modalidades de educação, discutindo-as de forma crítica, significativa, reflexiva  e ética nas diversas práticas docentes;  2. Realizar a curadoria educacional, utilizar as tecnologias digitais, os conteúdos virtuais e  outros recursos tecnológicos e incorporá-los à prática pedagógica, com vistas a  potencializar e transformar as experiências de aprendizagem dos estudantes da Educação  Básica e estimular uma atitude investigativa;  3. Conhecer e utilizar tecnologias educacionais que possibilitem práticas pedagógicas  inclusivas no ensino de matemática na Educação Básica;  4. Estudar, compreender e utilizar diferentes metodologias de ensino de matemática para a  Educação Básica que integrem de forma crítica e reflexiva as novas tecnologias para a  educação;  5. Estudar as tendências em educação matemática que discutem as novas tecnologias para a  educação com vistas a implementá-las no processo de ensino e aprendizagem de  matemática na Educação Básica;  6. Compreender o papel e o potencial das tecnologias digitais e de informação e  comunicação no ensino de matemática presencial, híbrido e on-line;  7. Estudar a Educação a Distância e seus recursos, dentre eles: videoaula, ambientes virtuais  de aprendizagem, videoconferência, chats e fóruns, bibliotecas virtuais entre outros;  8. Conhecer e elaborar sequências de ensino de matemática que integrem as novas  tecnologias educacionais e permitem a implementação de metodologias de aprendizagem  ativas e colaborativas;  9. Compreender os impactos das tecnologias na vida em sociedade e no meio ambiente.","1. O conceito de tecnologia, suas características e importância para a atividade humana;  LICENCIATURA EM MATEMÁTICA  2. Tipos de tecnologia: analógica, digital, informática, educacional, de gestão, da inteligência  entre outras;  3. A evolução tecnológica no Brasil e no mundo, seus aspectos históricos e filosóficos;  4. Tecnologia, inovação, obsolescência programada, consumismo e meio ambiente;  5. A tecnologia no trabalho docente e na prática pedagógica;  6. A ação pedagógica mediada por recursos tecnológicos e sua relação com a equidade e  justiça social;  7. O processo de ensino e aprendizagem de Matemática com tecnologias na Educação Básica;  8. O ensino e a aprendizagem de matemática com tecnologias na BNCC;  9. Recursos tecnológicos para o ensino de matemática: materiais manipulativos, calculadora,  softwares de geometria dinâmica, de programação, de computação algébrica, planilhas  eletrônicas, editores de texto, jogos digitais entre outros;  10. Tecnologia, acessibilidade e práticas inclusivas no ensino e aprendizagem de matemática  na Educação Básica;  11. Tecnologias e metodologias ativas e colaborativas de ensino e aprendizagem;  12. Conceito de Educação a Distância, suas caraterísticas, sua história e recursos.",PPC_Matematica.pdf,3º Semestre,57
Licenciatura Em Matemática,Álgebra Linear,CBTALIN,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Fundamentos de Álgebra Linear.,"Este componente curricular define espaços e subespaços vetoriais. Aborda os conceitos base e  dimensão de um subespaço vetorial. Estuda transformações lineares, autovetores e autovalores.","1. Realizar o estudo dos sistemas lineares, utilizando matrizes e determinantes nos processos  de resolução, destacando a reflexão sobre seu ensino na Educação Básica, bem como a  fundamentação para a compreensão dos conceitos de Espaços Vetoriais e Transformações  Lineares, suas relações com outros componentes curriculares e aplicações em outras áreas  do conhecimento;  2. Introduzir o conceito de Espaço Vetorial, Transformação Linear, Autovalor e Autovetor;  3. Capacitar o aluno a resolver problemas envolvendo sistemas de equações lineares,  transformações lineares, cálculo matricial, cálculo vetorial, autovalores e autovetores.",166    LICENCIATURA EM MATEMÁTICA  1. Espaços vetoriais;  2. Subespaços vetoriais;  3. Combinações lineares;  4. Dependência linear;  5. Base e dimensão de um subespaço vetorial;  6. Coordenadas;  7. Matriz de mudança de base;  8. Transformações lineares;  9. A matriz de uma transformação linear;  10. Autovalores e autovetores;  11. Diagonalização de matrizes.,PPC_Matematica.pdf,4º Semestre,57
Licenciatura Em Matemática,Cálculo Diferencial e Integral 2,CBTCDF2,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos Específicos / Função e Cálculo Diferencial e Integral;  Conhecimentos Específicos / Fundamentos de Análise.,"Este componente curricular pretende explorar o conceito de integral indefinida e definida,  destacar as diferentes técnicas de integração de funções, bem como usar tais conceitos para o  cálculo de áreas, volumes, entre outras aplicações.","1. Explorar os conceitos da integral, avançando em regras de integração e o cálculo de  integrais definidas, fazendo aplicações de integrais;  2. Compreender o conceito de função como um caso particular de relação, e ampliar o estudo  de seu comportamento por meio de conceitos do Cálculo Diferencial e Integral, articulados  com outras áreas do conhecimento e com a Educação Básica;  3. Conceder conceitos que estruturam o Cálculo Diferencial e Integral, assim como as outras  áreas da matemática, trazendo discussões que abordam questões reflexivas sobre como a  LICENCIATURA EM MATEMÁTICA  simbologia e a linguagem matemática, as formas de demonstração e o deslocamento do  saber científico influenciam no processo de ensino e aprendizagem da matemática.",1. Integrais: Primitivas Imediatas; Integral indefinida; Definição de integral; Integral definida;  Teorema Fundamental do Cálculo; Área entre curvas;  2. Técnicas de integração: Integração por substituição de variáveis; Integração por partes;  Integração de potências das funções trigonométricas; Integração por substituição  trigonométrica; Integração de funções racionais por frações parciais; Aplicações de  Integrais; Noções de integrais impróprias.,PPC_Matematica.pdf,4º Semestre,57
Licenciatura Em Matemática,Ensino de Medidas e sua relação com os Números Racionais,CBTEMRR,Obrigatório,Não informado,1,4,76,Teórica e Prática,Não,Conhecimentos específicos / Fundamentos de Geometria e Geometria Analítica;  Conhecimentos específicos / Metodologias de ensino.,"O eixo Grandezas e Medidas será foco do componente, desde os conceitos relacionados à medição  direta e indireta até à geometria métrica. Para isso, serão explorados instrumentos de medição de  acordo com diferentes grandezas a serem medidas. O componente retomará aos fundamentos de  números racionais de modo a relacioná-lo sob o viés histórico e conceitual relativo ao  conhecimento de unidade de medida. A carga horária de PCC deve ser destinada às discussões e  elaboração de projetos sobre o ensino e aprendizagem de medidas na educação básica.","1. Estudar elementos da geometria plana e espacial, destacando suas relações com os  conceitos de grandeza e medida, presentes no currículo da Educação Básica, possibilitando  o estudo das diferentes geometrias;  LICENCIATURA EM MATEMÁTICA  2. Compreender e experimentar diferentes metodologias de ensino de números racionais e  grandezas e medidas;  3. Compreender que medir é comparar direta ou indiretamente uma grandeza e investigar  diferentes formas de medição;  4. Explorar as grandezas abordadas nos Ensinos Fundamental e Médio a fim de refletir sobre  possibilidades do ensino;  5. Efetuar medições, reconhecendo, em cada situação, a necessária precisão de dados ou de  resultados e estimando margens de erro;  6. Relacionar o eixo Grandezas e Medidas ao conceito dos números racionais de modo a  refletir sobre as possibilidades de ensino;  7. Utilizar propriedades geométricas para medir, quantificar e fazer estimativas de  comprimentos, áreas e volumes;  8. Compreender o processo de ensino e aprendizagem de medidas na educação básica.","1. Noção de Grandeza e medição;  2. Grandezas, comprimento, superfície, capacidade, volume, massa, tempo e ângulo:  processos de medição, instrumentos e unidades de medidas, estimativa, precisão e  margens de erro;  3. Relação entre os números racionais e medidas;  4. O ensino de frações e decimais nas séries iniciais do Ensino Fundamental;  5. A abordagem das operações com frações e decimais no Ensino Fundamental utilizando o  conceito de área;  6. Geometria métrica: medição e as propriedades geométricas das formas;  7. O processo de ensino e aprendizagem de medidas na educação básica.",PPC_Matematica.pdf,4º Semestre,57
Licenciatura Em Matemática,Estruturas Algébricas 1,CBTEAL1,Obrigatório,Não informado,1,2,38,Teórica,Não,Conhecimentos específicos / Pensamento algébrico e Estruturas algébricas.,"Este componente curricular aborda temas que solidificam o conhecimento do aluno em estruturas  matemáticas elementares, como conjuntos, relações, funções e operações, e preparam o  estudante para, após este curso, ter condições de desenvolver estudos sobre as estruturas  algébricas mais comuns.","1. Compreender o desenvolvimento do pensamento algébrico e das Estruturas algébricas,  além de suas potencialidades para a fundamentação do ensino e da aprendizagem da  matemática e para a reflexão sobre a prática docente;  2. Solidificar o conhecimento e o domínio sobre conceitos abstratos envolvendo conjuntos e  funções;  3. Apresentar e explorar o conceito de relação binária, em especial tratando sobre relações  de equivalência e relações de ordem;  4. Compreender o conceito de conjunto quociente, em especial tratando sobre o conjunto  dos inteiros módulo m;  LICENCIATURA EM MATEMÁTICA  5. Conhecer os conceitos e as principais propriedades envolvendo leis de composição interna  (operações);  6. Preparar o estudante para um estudo posterior sobre as estruturas algébricas mais comuns.","1. Conjuntos: conceitos elementares, subconjuntos, diagramas de Venn, operações entre  conjuntos (união, intersecção e complementar), produto cartesiano, cardinalidade;  2. Relações binárias: conceitos elementares, propriedades, relações de equivalência, classes  de equivalência, conjunto quociente, partição de um conjunto, relação de ordem;  3. Funções (aplicações): conceitos elementares, injetividade, sobrejetividade, bijetividade,  composição de funções, invertibilidade, monotonicidade;  4. Operações (leis de composição internas): conceitos elementares, propriedades  (associatividade, comutatividade, elemento neutro, elemento simétrico, regularidade,  fechamento), tábua de uma operação;  5. Conjunto dos inteiros módulo m (Zm): conceitos elementares e operações;  6. Noções sobre permutações: conceitos elementares, composição de permutações, o  conjunto das permutações Sn, ciclos e transposições.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,4º Semestre,28
Licenciatura Em Matemática,Extensão 2,CBTEXS2,Obrigatório,Não informado,1,6,114,Prática,Sim,"Conhecimentos específicos / Metodologias de ensino;  Conhecimentos específicos / Língua Portuguesa na prática docente;  Conhecimentos pedagógicos / 2. Didática;  Conhecimentos pedagógicos / 5. Diversidade, direitos humanos e inclusão.  LICENCIATURA EM MATEMÁTICA","Este componente curricular busca articular o conhecimento científico com as necessidades da  comunidade de modo a transformar a realidade social através da execução de projeto de extensão  cujas ações prevejam a realização protagonizada pelos estudantes de prestação de serviço  educacional para a comunidade ou preparação e oferecimento de curso(s) de interesse social, de  modo que tais atividades estejam vinculadas à formação do aluno para a prática docente,  consistindo integralmente também em prática como componente curricular (PCC).","1. Propiciar ao licenciando a oportunidade de experimentar a realização de ações  extensionistas de modo vinculado à sua formação docente;  2. Desenvolver o protagonismo estudantil, contribuindo para a sua formação integral;  3. Realizar a interação dialógica com a comunidade e os arranjos produtivos, culturais,  artísticos e sociais locais e regionais;  4. Promover os impactos social e acadêmico dos cursos, de discentes e servidores do IFSP;  5. Desenvolver atividades práticas relacionadas à extensão;  6. Possibilitar que os alunos utilizem e divulguem os conhecimentos científicos adquiridos  ao longo do seu curso, em particular os conhecimentos matemáticos, na contribuição do  desenvolvimento social externo ao seu ambiente acadêmico;  7. Experimentar nas atividades extensionistas diferentes metodologias de ensino de  matemática;  8. Utilizar a Língua Portuguesa, contextualizada na prática docente e nas atividades  extensionistas.  LICENCIATURA EM MATEMÁTICA","1. Observação, pesquisa, reflexão e discussão sobre problemas e ocasiões da comunidade  externa ao campus que podem ser positivamente intervencionadas por ações  extensionistas;  2. Estudo e implementação de metodologias ativas de ensino e aprendizagem e de gestão  de projetos;  3. Estudo, análise, reflexão e discussão de projeto(s) ou programa(s) de extensão previamente  aprovado(s) que possa(m) ser executado(s) ao longo desta disciplina;  4. Divisão de tarefas, organização em grupos e preparação para a realização do(s) projeto(s)  ou programa(s) de extensão vinculados à disciplina;  5. Execução das ações previstas pelo(s) projeto(s) ou programa(s) de extensão vinculados à  disciplina;  6. Acompanhamento e observação de necessidades de adaptação das atividades previstas  no(s) projeto(s) ou programa(s) à medida em que o(s) mesmo(s) estiver(em) sendo  executado(s);  7. Avaliação e discussão sobre os resultados observados na realização das atividades  extensionistas relacionadas à disciplina e suas contribuições na formação dos estudantes  protagonistas dessas ações.",PPC_Matematica.pdf,4º Semestre,0
Licenciatura Em Matemática,Filosofia da Educação,CBTFEDU,Obrigatório,Não informado,1,2,38,Teórica,Não,"Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.1 Filosofia da Educação;  Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.2 Sociologia da Educação;  Conhecimentos Pedagógicos / 5. Diversidade, direitos humanos e inclusão / 5.2 Educação para as  relações étnico- raciais e indígenas;  Conhecimentos Pedagógicos / 5. Diversidade, direitos humanos e inclusão / 5.3 Educação em  Direitos Humanos;  Conhecimentos Pedagógicos / 6. Educação Profissional e Tecnológica.","Discutir as principais teorias do conhecimento produzidas pela filosofia ocidental e não ocidental  na busca de sentido e fundamentação da educação de forma ampla e, da educação matemática,  de forma específica a fim de que, tais teorias, possam embasar filosoficamente a reflexão crítica e  a prática docentes dos egressos do curso de licenciatura em matemática. Ainda, relacionar as  matrizes da educação contemporânea brasileira e os problemas pedagógicos cotidianos com a  reflexão e a crítica filosófica na formação de sujeitos sensíveis aos problemas educacionais atuais.  Finalmente, a disciplina, a partir do pensamento filosófico clássico e contemporâneo, irá pensar  as questões axiológicas e epistemológicas que permeiam a educação escolar brasileira; as relações  LICENCIATURA EM MATEMÁTICA  identitárias e de gênero, passando por questões étnico-raciais e direitos humanos; os usos e  abusos das novas tecnologias aplicadas ao mundo do trabalho e ao universo educacional; as  perspectivas e os impasses da educação escolar brasileira; as relações da educação escolar oficial  com o Estado, a sociedade, o mundo do trabalho e o meio ambiente.","1. Fundamentar filosoficamente o papel da educação ao longo da história e  contemporaneamente;  2. Pensar e interpretar, à luz dos pensadores clássicos e contemporâneos, o lugar da  educação escolar na formação de sujeitos críticos e reflexivos;  3. Articular através das teorias soluções práticas para os problemas e impasses que afetam a  educação escolar brasileira;  4. Fazer a análise de textos filosóficos relacionando-os à educação escolar no sentido lato e  à educação matemática no sentido estrito;  5. Abordar a relação histórico-filosófica para entender os princípios da educação escolar  brasileira, os impasses e possíveis projeções de novos rumos;  6. Criar condições para que o licenciando em matemática consiga relacionar os temas  trabalhados em sala com o respeito às diferenças, com o mundo do trabalho, com o meio  ambiente e à realização pessoal.","1. Introdução à filosofia: O que é filosofia? Relação entre conhecimento filosófico e os  conhecimentos mítico, senso comum, religioso, artísticos e científicos. As divisões da  filosofia - axiologia (ética e estética), epistemologia, metafísica, teoria política e lógica - e  suas relações com o pensamento pedagógico. Filosofia: para quê e para quem?  2. A construção do conhecimento e o papel da escola nos processos de formação humana,  sob a perspectiva histórica-filosófica;  3. Análise filosófica sobre a formação humana como processo e como produto social e as  teorias educacionais decorrentes das diferentes formas de pensar o ser humano, a  natureza, a sociedade e a cultura;  4. A construção da contemporaneidade e das epistemologias hegemônicas, não- hegemônicas e contra- hegemônicas e suas relações com a educação, sob o viés crítico da  filosofia;  5. Alteridade e educação: análise filosófica das relações de poder na escola; a educação  escolar e a construção da consciência democrática; escola e a responsabilidade social de  LICENCIATURA EM MATEMÁTICA  inclusão dos diferentes, das diferenças e das múltiplas formas de ser pensar e ser na  sociedade;  6. Análise filosófica das teorias antirracistas e antissexista na construção de uma escola plural.  Políticas inclusivas e educação: impasses e possibilidades;  7. Impasses e perspectivas da educação: análise à luz dos pensadores clássicos e  contemporâneos da filosofia e através de diferentes olhares do pensamento educacional:  aspectos epistemológicos, éticos e políticos;  8. A construção da ética no espaço escolar e na atuação docente, considerando-se que a ética  é a base da ação educativa e que dela deriva;  9. Quem educa quem e para quê? Análise filosófica sobre os sujeitos, os fins e as finalidades  da educação;  10. Análise filosófica-pedagógica sobre os usos e abusos das tecnologias de informação e  comunicação no mundo do trabalho e suas aplicações no processo de ensino- aprendizagem.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,4º Semestre,28
Licenciatura Em Matemática,Pedagogias Inovadoras,CBTPINO,Obrigatório,Não informado,1,2,38,Teórica,Não,Conhecimentos específicos / Tecnologias educacionais no ensino e aprendizagem da Matemática;  Conhecimentos específicos / Tendências em Educação Matemática;  Conhecimentos Pedagógicos / 2. Didática / 2.1 Ensino e aprendizagem;  Conhecimentos Pedagógicos / 2. Didática / 2.3 Métodos e técnicas de ensino;  Conhecimentos Pedagógicos / 2. Didática / 2. Didática / 2.4 Tecnologia e Mídias.,"Este componente curricular aborda aspectos inovadores metodológicos, filosóficos, políticos,  científicos, tecnológicos e legais sobre formação e prática docente, bem como formas de gestão  e de organização do processo formativo e educativo em Matemática, em escolas de ensino  fundamental II e ensino médio e em processos de educação permanente em Matemática. Discute  a maneira pela qual o ensino de Matemática inovador pode contribuir positivamente para a  superação de problemáticas educacionais, sociais, ambientais e para o desenvolvimento científico  e tecnológico.  LICENCIATURA EM MATEMÁTICA","1. Conhecer processos pedagógicos inovadores de formação e prática docente e refletir  sobre sua implementação no ensino e aprendizagem de Matemática;  2. Estudar as tendências em educação matemática destacando os aspectos políticos,  culturais, sociais, pedagógicos e filosóficos que envolvem o ensino de matemática;  3. Conhecer os princípios da Educação Matemática Crítica e compreender as possibilidades  do trabalho com cenários de investigação e resolução de problemas em contextos  relevantes para esta geração, incluindo aqueles que abordam as problemáticas  educacionais, sociais, políticas e ambientais;  4. Conhecer, compreender e aplicar novas metodologias no ensino de matemática na  educação básica;  5. Compreender, utilizar e criar tecnologias educacionais, incluindo as tecnologias digitais de  informação e comunicação, que auxiliam o ensino e a aprendizagem da Matemática, nas  diferentes modalidades de educação, discutindo-as de forma crítica, significativa, reflexiva  e ética nas diversas práticas docentes;  6. Estudar as tendências em educação matemática destacando os aspectos políticos,  culturais, sociais, pedagógicos e filosóficos que envolvem o ensino de matemática.","1. Aspectos e bases filosóficas, políticas e legais inovadoras sobre formação e prática  docente;  2. Novas Tecnologias da Informação e da Comunicação na formação e prática docente;  3. Inovação e pesquisa na formação e prática docente;  4. Tendências em Educação Matemática;  5. Metodologias inovadoras de ensino e aprendizagem de Matemática: ensino híbrido,  aprendizagem baseada em projetos, problemas e histórias, cultura maker e outras  metodologias ativas;  6. O processo de ensino e aprendizagem baseado na resolução de problemas ou em cenários  de investigação, sua relação com o desenvolvimento científico, tecnológico e suas  implicações para a vida em sociedade, sustentabilidade e meio ambiente;  7. Trabalho colaborativo e participativo;  8. Direitos humanos e práticas inovadoras na educação.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,4º Semestre,28
Licenciatura Em Matemática,Pesquisa em Educação Matemática,CBTPQEM,Obrigatório,Não informado,1,2,38,Teórica,Não,Conhecimentos Específicos / Tendências em Educação Matemática;  Conhecimentos Específicos / Língua Portuguesa na prática docente;  Conhecimentos Pedagógicos / 2. Didática / 2.3 Métodos e técnicas de ensino.,"Este componente apresenta e discute temas e pesquisas atuais em educação matemática. Dessa  forma, serão objetos de estudo as tendências temáticas e metodológicas na área, dentre elas,  pesquisa experimental, pesquisa-ação, estudo de caso, estudo etnográfico, análise de conteúdo,  pesquisa histórica e pesquisa bibliográfica. Métodos qualitativos e quantitativos na pesquisa em  educação e educação matemática serão abordados de modo a subsidiar a formulação e condução  de projetos de pesquisa. Estuda a maneira pela qual a pesquisa científica pode contribuir para o  aprimoramento da prática docente e para a superação de problemáticas educacionais, sociais,  ambientais e para o desenvolvimento científico e tecnológico.","1. Reconhecer os problemas concebidos em pesquisas acadêmicas da área da educação e da  educação matemática e a forma como esses problemas de pesquisa são estudados e  tratados;  LICENCIATURA EM MATEMÁTICA  2. Refletir sobre a coerência interna de pesquisas acadêmicas na área da educação e da  educação matemática;  3. Conhecer e compreender as pesquisas acadêmicas que tratam das tendências em  educação matemática, destacando os aspectos políticos, culturais, sociais, pedagógicos e  filosóficos que envolvem o ensino de matemática;  4. Caracterizar e diferenciar pesquisa qualitativa e quantitativa, bem como buscar exemplos  de cada tipo na educação e na educação matemática;  5. Compreender e diferenciar os paradigmas epistemológicos e refletir sobre a relação deles  com as metodologias de pesquisa científica utilizadas na educação e educação  matemática;  6. Realizar estudo da Língua Portuguesa, contextualizado na prática docente, englobando a  abordagem de capacidades, estratégias de leitura, interpretação, produção oral, escrita e  documentação de textos acadêmicos e científicos, reconhecendo sua importância social e  cultural;  7. Elaborar fichamentos e resenhas críticas de pesquisas acadêmicas para compreender suas  partes principais e os processos de revisão bibliográfica;  8. Elaborar plano ou projeto de pesquisa.","1. Paradigmas epistemológicos e sua relação com a pesquisa científica;  2. Características da pesquisa qualitativa e quantitativa;  3. Característica das principais metodologias da pesquisa em educação e educação  matemática: pesquisas descritivas e pesquisas de intervenção, estudo de caso, estudo  etnográfico, análise de conteúdo, pesquisa experimental, pesquisa quase experimental,  pesquisa ação, pesquisa participante etc.;  4. Outras abordagens metodológicas de pesquisa: estudos transversais e longitudinais,  pesquisa histórica, estudos narrativos, estudos comparativos causais, estudos  correlacionais e pesquisa de revisão bibliográfica;  5. Pesquisa como método pedagógico;  6. Estrutura de um projeto de pesquisa;  7. Argumentação e coerência teórica e metodológica.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,4º Semestre,28
